41111;"Pairing timed out.";"Le temps de jumelage est écoulé.";"Terminó el tiempo de asociación.";"Zeitüberschreitung bei Kopplung.";"Koppelen onderbroken.";"Pairing timed out.";"Délai de jumelage expiré.";"El emparejamiento caducó.";"Tempo di abbinamento terminato."
41113;"Please say the name of the phone after the beep.";"Veuillez dire le nom du téléphone après le signal sonore.";"Por favor diga el nombre del teléfono después de la señal.";"Bitte nennen Sie den Namen des Telefons nach dem Signalton.";"Zeg de naam van de telefoon na de pieptoon.";"Please say the name of the phone after the beep.";"Veuillez dire le nom du téléphone après le bip sonore.";"Diga el nombre del teléfono después del pitido.";"Dire il nome del telefono dopo il segnale acustico."
41115;"Assign a priority level between 1 and 7. One is the highest priority.";"Assignez un niveau de priorité entre 1 et 7. Le numéro 1 est la priorité la plus importante.";"Asigne un nivel de prioridad entre uno y siete. El uno es la máxima prioridad.";"Wählen Sie eine Priorität zwischen eins und sieben. Eins steht für die höchste Priorität.";"Wijs een prioriteitsniveau toe tussen een en zeven. Een heeft de hoogste prioriteit.";"Assign a priority level between one and seven. One is the highest priority.";"Attribuer un niveau de priorité en numérotant de un à sept. Un correspond la priorité la plus élevée.";"Asignar un nivel de prioridad entre uno y siete.  Uno es la prioridad más alta.";"Assegnare un livello di priorità da uno a sette. Uno è la massima priorità"
41117;"<ptag> set to priority <priority>.";"<ptag> établir une priorité <priority>.";"<ptag> configurado con prioridad <priority>.";"<ptag>aktuelle Priorität <priority>.";"<ptag> is ingesteld als voorkeur <priority>. ";"<ptag> set to priority <priority>.";"<ptag> est réglé comme <priority> prioritaire.";"<ptag> se ha establecido como prioridad <priority>.";"<ptag> impostato a priorità <priority>."
41119;"Priority";"La priorité";"La prioridad";"Priorität";"Prioriteit";"Priority";"Priorité";"Prioridad";"Priorità"
41121;"<priority> is already occupied by";"<priority> est déjà prise par";"<priority> ya ha sido asignada a";"<priority> ist bereits vergeben an";"<prioriteit> is al in gebruik door";"<priority> is already occupied by";"<priority> est déjà occupé par";"<priority> ya está ocupado por";"priorità numero <priority> occupata da"
41123;"<ptag>, would you like to override?";"Voulez-vous remplacer cette priorité?";"¿Desea anularla?";"<ptag>, möchten Sie überschreiben?";"<ptag>, wilt u deze opheffen?";"<ptag>, would you like to override?";"<ptag>, voulez-vous annuler ?";"<ptag>, ¿desea anularla?";"<ptag>, sovrascrivere?"
41125;"Pairing complete.";"Jumelage complété.";"Asociación completada.";"Koppeln erfolgreich.";"Koppelen voltooid.";"Pairing complete.";"Jumelage terminé.";"Emparejamiento completo";"Abbinamento completo."
41127;"Pairing failed.";"Le jumelage a échoué.";"Error de asociación.";"Koppeln missglückt.";"Koppelen mislukt";"Pairing failed.";"Echec du jumelage.";"Error de emparejamiento.";"Abbinamento non riuscito."
41201;"Say the name of the phone, say all, or say list phones.";"Dites le nom du téléphone ou dites liste des téléphones.";"Diga el nombre o el teléfono, diga “todo” o diga “enumerar teléfonos”.";"Sagen Sie den Namen des Telefones, sagen Sie alle oder sagen Sie Telefone auflisten.";"Zeg de naam van de telefoon, zeg alles, of zeg telefoons registreren.";"Say the name of the phone, say all, or say list phones.";"Dites le nom du téléphone, dites tout ou dites liste des téléphones.";"Diga el nombre del teléfono, diga todo o diga enumerar teléfonos.";"Dica il nome del telefono, ""tutti"" o ""elenco telefoni""."
41203;"Removing all.";"J’enlève tous les téléphones.";"Quitando todo.";"Alle Telefone werden entfernt.";"Alles wordt verwijderd.";"Removing all.";"Effacer tout.";"Suprimiendo todo.";"Rimuovere tutto."
41205;"Removing <ptag>.";"J’enlève <ptag>.";"Quitando <ptag>.";"<ptag> wird entfernt.";"<ptag> wordt verwijderd.";"Removing <ptag>.";"<ptag> en cours d'effacement.";"Suprimiendo <ptag>.";"Rimozione <ptag>."
41207;"Deleted.";"supprimé.";"eliminado.";"Gelöscht.";"Verwijderd.";"Deleted.";"Supprimé.";"Eliminado.";"Cancellato."
41209;"Delete failed.";"La suppression a échoué.";"Error al eliminar.";"Löschen fehlgeschlagen.";"Verwijderen mislukt.";"Delete failed.";"Echec de la suppression.";"Error al eliminar.";"Cancellazione non riuscita."
41301;"End of list, would you like to start from the beginning?";"Fin de la liste. Voulez-vous recommencer au début?";"Final de la lista. ¿Desea comenzar desde el principio?";"Listenende. Möchten Sie die Liste nocheinmal hören?";"Eind van het overzicht. Wilt u bij het begin beginnen?";"End of list, would you like to start from the beginning?";"Fin de la liste, retourner au début ?";"Final de la lista, ¿desea empezar desde el principio?";"Fine dell'elenco, ricominciare dall'inizio?"
41302;"<not used>Available options are: select, delete, previous, or continue.";"Les options disponibles sont : choisir, supprimer, précédent ou continuer.";"Las opciones disponibles son: Seleccionar, eliminar, anterior o continuar.";"Mögliche Befehle sind: auswählen, löschen, vorheriger oder weiter.";"Beschikbare opties zijn: selecteren, wissen, vorige of doorgaan.";"Available options are: select, delete, previous, or continue.";"Les options disponibles sont : sélectionner, supprimer, précédent ou continuer.";"Las opciones disponibles son: seleccionar, eliminar, anterior o continuar.";"Sono disponibili le seguenti opzioni: selezionare, eliminare, precedente o continuare."
41303;"available options are select previous or continue ";;;;;"available options are select previous or continue ";;;
41304;"available options are delete previous or continue ";;;;;"available options are delete previous or continue ";;;
41305;"The list is empty.";"Le répertoire est vide";"La lista está vacía.";"Die Liste ist leer.";"De lijst is leeg";"The list is empty.";"La liste est vide.";"La lista está vacía.";"Questo elenco è vuoto."
43001;"Confirmation prompts are on. Would you like to turn confirmation prompts off?";"Les messages de confirmation sont activés. Voulez-vous les désactiver?";"Indicadores de confirmacion activados. ¿Desea desactivar Indicadores de confirmación?";"Rückmeldungen sind eingeschaltet. Möchten Sie die Rückmeldung ausschalten?";"Bevestigingsprompts zijn ingeschakeld. Wilt u de bevestigingsprompts uitschakelen?";"Confirmation prompts are on. Would you like to turn confirmation prompts off?";"Les messages de confirmation sont activés. Souhaitez-vous les désactiver ?";"Los mensajes de confirmación están activados. ¿Desea desactivarlos?";"Richieste di conferma attivate. Si desiderano disattivare le richiesta di conferma?"
43003;"Confirmation prompts are off.";"Les messages de confirmation sont désactivés.";"Indicadores de confirmacion desactivados.";"Rückmeldungen sind ausgeschaltet.";"Bevestigingprompts zijn uitgeschakeld.";"Confirmation prompts are off.";"Les messages de confirmation sont désactivés.";"Los mensajes de confirmación están desactivados.";"Richieste di conferma disabilitate."
43005;"Confirmation prompts are off. Would you like to turn confirmation prompts on?";"Les messages de confirmation sont désactiver. Voulez-vous les activés?";"Indicadores de confirmacion desactivados. ¿Desea activar Indicadores de confirmación?";"Rückmeldungen sind ausgeschaltet. Möchten Sie die Rückmeldung einschalten?";6;"Confirmation prompts are off. Would you like to turn confirmation prompts on?";"Les messages de confirmation sont désactivés. Souhaitez-vous les activer ?";"Los mensajes de confirmación están desactivados. ¿Desea activarlos?";"Le richieste di conferma sono disattivate. Si desiderano attivare le richieste di conferma?"
43007;"Confirmation prompts are on.";"Les messages de confirmation sont activés.";"Indicadores de confirmacion activados.";"Rückmeldungen sind eingeschaltet.";"Bevestigingsprompts zijn ingeschakeld.";"Confirmation prompts are on.";"Les messages de confirmation sont activés.";"Los mensajes de confirmación están activados.";"Richieste di conferma abilitate."
44001;"Say the name of the phone, or say list phones.";"Dites le nom du téléphone ou dites liste des téléphones.";"Diga el nombre o el teléfono, o diga “enumerar teléfonos”.";"Sagen Sie den Namen des Telefons oder sagen Sie Telefone auflisten.";"Zeg de naam van de telefoon, of zeg telefoons registreren.";"Say the name of the phone, or say list phones.";"Dites le nom du téléphone ou dites liste des téléphones.";"Diga el nombre del teléfono o diga enumerar teléfonos.";"Dica il nome del telefono o ""elenco telefoni""."
44003;"<ptag> selected.";"<ptag> choisi.";"<ptag> seleccionado.";"<ptag> wurde ausgewählt.";"<ptag>  geselecteerd.";"<ptag> selected.";"<ptag> sélectionné.";"<ptag> seleccionado.";"<ptag> selezionato."
44005;"<ptag> will temporarily override phone priorities.";"<ptag> remplacera temporairement toutes les priorités";"<ptag> anulará temporalmente las prioridades de teléfono.";"Telefonprioritäten werden vorübergehend von <ptag>";"Telefoon <ptag> overschrijft tijdelijk telefoonprioriteiten.";"<ptag> phone will temporarily override phone priorities.";"Le téléphone <ptag> remplacera temporairement toutes les priorités.";"El teléfono <ptag> anulará temporalmente las prioridades telefónicas.";"Il telefono <ptag> sostituirà temporanemanete le priorità del telefono."
44006;"<not existing; German only>";"<not existing; German only>";"<not existing; German only>";"<ptag> überschrieben.";"<not existing; German only>";"<not existing; German only>";"<not existing; German only>";"<not existing; German only>";"<not existing; German only>"
44007;"say the name of the audio device or say list audio devices ";;;;;"say the name of the audio device or say list audio devices ";;;
44008;"go to bluetooth music menu and start playing the selected device";;;;;"go to bluetooth music menu and start playing the selected device";;;
44009;"please start bluetooth audio streaming from";;;;;"please start bluetooth audio streaming from";;;
44010;"see device manual for instructions";;;;;"see device manual for instructions";;;
44011;"bluetooth streaming audio";;;;;"bluetooth streaming audio";;;
45001;"Select a language:";"Choisissez une langue";"Seleccione un idioma.";"Wählen Sie eine Sprache aus:";"Selecteer een taal:";"Select a language:";"Sélectionner une langue ;";"Seleccione un idioma:";"Selezionare una lingua:"
45011;"English,";"anglais,";"english,";"Englisch";"Engels";"English,";"anglais";"inglés";"inglese"
45012;"Espanol,";"espagnol,";"español,";"Spanisch";"Spaans";"Spanish";"espagnol";"español";"spagnolo"
45013;"Francais,";"français,";"francés,";"Französisch";"Frans";"French";"français";"francés";"francese"
45014;"German,";"allemand,";"alemán,";"Deutsch,";"Duits";"German";"allemand";"alemán";"tedesco"
45015;"Italian,";"italien,";"italiano,";"Italienisch";"Italiaans";"Italien";"italien";"italiano";"italiano"
45016;"Dutch,";"hollandais,";"holandés,";"Niederländisch";"Nederlands,";"dutch";"néerlandais";"holandés";"olandese"
45017;"or,";"ou,";"o,";"oder";"Of";"or,";"ou,";"o,";"oppure,"
45030;"<language> selected.";"<language> choisi.";"<language> seleccionado.";"<language> wurde ausgewählt.";"<language> geselecteerd.";"<language> selected.";"<language> sélectionné.";"<language> seleccionado.";"<language> selezionato."
45040;"Language change failed.";"Le changement de langue a échoué.";"Ha fallado el cambio de idioma.";"Sprachwechsel fehlgeschlagen.";"Wijzigen taal mislukt.";"Language change failed.";"Le changement de langue a échoué.";"Error al cambiar idioma.";"Cambio di lingua non riuscito."
45050;"I think you selected:";"Je crois que vous avez dit:";"Creo que ha dicho:";"Ich denke Sie haben die folgende Sprache ausgewählt: ";"Ik denk dat u XXX geselecteerd heeft";"I think you selected:";"Je pense que vous avez sélectionné.";"Creo que ha seleccionado:";"Ha selezionato:"
45060;"Do you want to change language?";"Voulez-vous changer de langue?";"¿Desea cambiar el idioma?";"Möchten Sie die Sprache wechseln?";"Wilt u de taal veranderen?";"Do you want to change language?";"Voulez-vous changer de langue ?";"¿Desea cambiar de idioma?";"Desidera modificare la lingua?"
45070;"You are about to change language to";"Vous êtes sur le point de changer la langue à";"Está a punto de cambiar el idioma a";"Sie sind dabei, die Sprache zu wechseln. Die neue Sprache ist ";"U kunt nu de taal veranderen in";"You are about to change language to";"Vous êtes sur le point de changer de langue pour";"Está a punto de cambiar de idioma a";"La nuova lingua selezionata è"
45080;"Do you wish to continue?";"Voulez-vous continuer?";"¿Desea continuar?";"Möchten Sie fortfahren?";"Wilt u doorgaan";"Do you wish to continue?";"Voulez-vous continuer ?";"¿Desea continuar?";"Desidera continuare?"
47001;"Press the UConnect button to restore the factory settings, or repeat the following words and phrases, after the beep, to retrain the voice recognition system.";"Appuyez sur le bouton UConnect pour revenir aux réglages en usine, ou répétez les mots et les phrases qui suivent, après le bip, pour reprendre l’entraînement du système de reconnaissance vocale.";"Oprima el botón de UConnect para restaurar la configuración original o repita las siguientes palabras y frases, después del tono, para volver a entrenar el sistema de reconocimiento de voz.";"Drücken Sie den UConnect Knopf um die Werkseinstellung wiederherzustellen oder wiederholen Sie die folgenden Wörter und Sätze nach dem Signalton, um das Spracherkennungssystem erneut einzulernen.";"Druk op de knop van Uconnect Phone om de fabrieksinstellingen terug in te stellen of herhaal de volgende woorden en zinnen na de pieptoon om het spraakherkenningsysteem opnieuw te trainen";"Press the UConnect button to restore the factory settings, or repeat the following words and phrases, after the beep, to retrain the voice recognition system.";"Appuyez sur la touche UConnect pour restaurer la configuration d’usine ou répétez les mots et les phrases suivantes, après le bip, pour relancer l’entraînement du système de reconnaissance vocale.";"Pulse el botón UConnect para restaurar los ajustes de fábrica, o repita las siguientes palabras y frases, tras la señal, para volver a realizar el aprendizaje del sistema de reconocimiento de voz.";"Prema il pulsante UConnect per ripristinare le impostazioni di fabbrica oppure ripeta le seguenti parole o frasi dopo il segnale acustico per addestrare il sistema di riconoscimento vocale."
47003;"Voice training complete.";"Entraînement vocal terminé.";"Fin de Adiestramiento de voz.";"Das Sprachtraining ist abgeschlossen.";"Het inspreken is voltooid ";"Voice training complete.";"Entraînement vocal terminé.";"Aprendizaje de voz terminado.";"Addestramento vocale completato."
47101;"Press the UConnect button to restore the factory settings, or say: dial 1 2 3 4 5.";"Veuillez dire: appeler 1 2 3 4 5.";"por favor diga: marcar 1 2 3 4 5.";"Drücken Sie den UConnect Knopf um die Werkseinstellungen wiederherzustellen, oder wiederholen Sie: wählen 1 2 3 4 5";;"Press the UConnect button to restore the factory settings, or say: dial 1 2 3 4 5.";"Appuyez sur la touche UConnect pour restaurer la configuration d’usine ou dites : composer 1 2 3 4 5.";"Pulse el botón UConnect para restaurar los ajustes de fábrica, o diga: marcar 1 2 3 4 5.";"Prema il pulsante UConnect per ripristinare le impostazioni di fabbrica o dica le seguenti parole: ""comporre 1 2 3 4 5""."
47102;"Please say: call 6 7 8 9 0.";"Veuillez dire: composer 6 7 8 9 0.";"por favor diga : llamar 6 7 8 9 0.";"Bitte wiederholen Sie: anrufen 6 7 8 9 0.";"Zeg: kiezen 6 7 8 9 0";"Please say: call 6 7 8 9 0.";"Veuillez dire : appeler 6 7 8 9 0.";"Por favor, diga: llamar  6 7 8 9 0.";"Dica: ""chiamare 6 7 8 9 0"""
47103;"Please say: pound plus star.";"Veuillez dire: Carré Plus Étoile.";"por favor diga : simbolo de numero, mas, tecla de estrella.";"Bitte wiederholen Sie: Raute, Plus, Stern.";"Zeg: hekje plus sterretje";"Please say: hash plus asterisk.";"Veuillez dire : carré plus étoile.";"Por favor, diga: almohadilla signo más estrella.";"Dica: ""cancelletto più asterisco""."
47104;"Please say: setup phone pairing pair.";"Veuillez dire: réglage, jumelage de téléphone, jumeler";"por favor diga : Configurar, asociación de teléfonos, asociar.";"Bitte wiederholen Sie: Einstellungen, Telefon koppeln, koppeln.";"Zeg: Instellingen telefoon koppelen koppelen";"Please say: setup phone pairing pair.";"Veuillez dire: réglage, jumelage de téléphone, jumeler un téléphone.";"Por favor, diga: configuración emparejamiento emparejar.";"Dica: ""impostazioni abbinamento telefono abbinamento""."
47105;"Please say: language english.";"Veuillez dire: langue francais.";"por favor diga : idioma, español.";"Bitte wiederholen Sie: Sprache Deutsch.";"Zeg: taal Nederlands";"Please say: language english.";"Veuillez dire : langue français.";"Por favor, diga: idioma español.";"Dica: ""lingua italiano""."
47106;"Please say: phone book edit list names.";"Veuillez dire: bottin modifier liste des noms.";"por favor diga : directorio telefónico, editar, lista de nombres.";"Bitte wiederholen Sie: Telefonbuch, Bearbeiten, Namen auflisten.";"Zeg: telefoonboek invoer namen weergeven";"Please say: phone book edit list names.";"Veuillez dire : annuaire éditer liste des noms.";"Por favor, diga: agenda telefónica editar enumerar nombres.";"Dica: ""rubrica modificare elencare nomi""."
47107;"Please say: cancel continue.";"Veuillez dire: annuler continuer aide";"por favor diga : cancelar continuar ayuda.";"Bitte wiederholen Sie: abbrechen, fortfahren.";"Zeg: annuleer doorgaan.";"Please say: cancel continue.";"Veuillez dire : annuler continuer.";"Por favor, diga: cancelar continuar.";"Dica: ""cancellare continuare""."
47108;"Please say: dial towing assistance.";"Veuillez dire: appeler service de remorquage";"por favor diga : marcar asistencia de grúa.";"Bitte wiederholen Sie: wählen Abschleppdienst.";"Zeg: kiezen sleepdienst";"Please say: dial breakdown service.";"Veuillez dire : composer le service de dépannage.";"Por favor, diga: marcar asistencia de remolque.";"Dica: ""digitare numero servizio carro attrezzi""."
47109;"Please say: call emergency.";"Veuillez dire: composer urgence.";"por favor diga : llamar emergencia.";"Bitte wiederholen Sie: anrufen Notruf.";"Zeg: bellen alarmnummer";"Please say: call emergency.";"Veuillez dire : appeler urgence.";"Por favor, diga: llamar emergencia.";"Dire: ""chiamare numero emergenze""."
47110;"Please say: home, work, mobile, pager.";"Veuillez dire: domicile, travail, cellulaire, téléavertisseur.";"por favor diga : casa, trabajo, celular, pager.";"Bitte wiederholen Sie: Privat, geschäftlich, mobil, pager";"Zeg: thuis, werk, mobiel, pieper";"Please say: home, work, mobile, pager.";"Veuillez dire : domicile, bureau, portable, messageur.";"Por favor, diga: casa, trabajo, móvil, buscapersonas.";"Dica: ""casa, lavoro, cellulare, cercapersone""."
52000;"Incoming call - press U connect button to answer.";"Appel entrant - appuyez sur le bouton Uconnect pour répondre.";"Llamada entrante – oprima el botón de UConnect para contestar.";"Eingehender Anruf. Drücken Sie die UConnect-Taste, um abzuheben.";"Inkomende oproep – druk op de knop van de UConnect Phone om te beantwoorden.";"Incoming call. Press UConnect button to answer.";"Appel entrant. Appuyer sur le bouton UConnect pour répondre.";"Llamada entrante. Pulse el botón UConnect para contestar.";"Chiamata in entrata. Premere il pulsante UConnect per rispondere."
52001;"Call rejected.";"Appel rejeté.";"Llamada rechazada.";"Anruf zurückgewiesen.";"Oproep mislukt.";"Call Rejected.";"Appel refusé.";"Llamada rechazada.";"Chiamata rifiutata."
52002;"Incoming call";"Appel entrant";"Llamada entrante";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>"
52004;"„available options are missed calls, incoming calls or outgoing calls”";"Veuillez annoncer les  appels en absence, les appels entrants ou les appels sortants.";"Por favor, diga llamadas perdidas, llamadas entrantes o llamadas salientes";"Bitte sagen Sie „Verpasste Anrufe“, „Eingehende Anrufe“ oder „Abgehende Anrufe“.";"Zeg gemiste oproepen, inkomende oproepen of uitgaande oproepen";"Please say missed calls, incoming calls or outgoing calls";"Veuillez annoncer les  appels en absence, les appels entrants ou les appels sortants.";"Por favor, diga llamadas perdidas, llamadas entrantes o llamadas salientes";"Pronunciare chiamate perse, chiamate in arrivo o chiamate in uscita"
60300;"Available options are:";"Les options disponibles sont";"Las opciones disponibles son:";"Wählen Sie ein Kommando:";"Beschikbare opties zijn:";"Available options are:";"Les options disponibles sont :";"Las opciones disponibles son:";"Le opzioni disponibili sono:"
60301;"Select one of the following:";"Choisir une des options suivantes:";"Seleccione una de las siguientes:";"Bitte sprechen Sie eines der folgenden Kommandos:";"Selecteer een van de volgende:";"Select one of the following:";"Sélectionner l'une des suivantes :";"Seleccione una de las siguientes:";"Selezionare una delle seguenti:"
60302;"Cancel to return to a previous menu or Quit to exit.";"Annuler pour revenir au menu précédent ou quitter pour sortir.";"Cancelar para regresar al menú anterior o Abandonar para salir.";"Abbrechen um zum Vorgängermenü zurückzukehren";"Annuleer om terug te keren naar het vorige menu of Stop om af te sluiten.";"Cancel to return to a previous menu or Quit to exit.";"Annuler pour revenir au menu précédent ou quitter pour sortir.";"Cancelar para regresar al menú anterior o Abandonar para salir.";"""Annullare"" per tornare al menu precedente o ""Interrompere"" per uscire."
60303;"or cancel to exit.";"ou dites annuler pour quitter.";"o diga cancelar para salir";"oder abbrechen um den Dialog zu verlassen.";"Of annuleer om af te sluiten.";"or cancel to exit.";"ou annuler pour sortir.";"o cancelar para salir.";"O annullare per uscire."
60306;"Delete,";"supprimer";"Delete,";"löschen";"verwijderen";"delete";"supprimer";"eliminar";"eliminare"
60308;"Repeat,";"Répéter,";"Repeat,";"Wiederholen,";"Herhaal,";"Repeat,";"Répéter,";"Repetir,";"Ripetere,"
60310;"select";"choisir";"Seleccionar";"auswählen";"selecteren";"select";"sélectionner";" seleccionar";"selezionare"
60311;"Next,";"suivante";"siguiente";"weiter,";"volgende,";"Next,";"suivant,";"siguiente";"successivo,"
60312;"Previous,";"Précédente";"anterior";"Zurück";"Vorige";"Previous,";"Précédente";"Anterior";"Precedente"
60313;"Readout,";"Lecture,";"Lectura";"Auslesen,";"Uitlezen";"Readout,";"Lecture,";"Lectura,";"Lettura,"
60314;"Select Program Type,";"Choisir le type de programme,";"Seleccionar tipo de programa";"Wählen Sie die Programmart";"Selecteer programmatype,";"Select Program Type,";"Sélectionner le type de programme,";"Seleccionar tipo de programa,";"Selezionare tipo programma,"
60316;"Frequency Number,";"Numéro de fréquence,";"Número de frecuencia";"Frequenz";"Frequentienummer";"Frequency Number,";"Numéro de fréquence,";"Número de frecuencia,";"Numero frequenza,"
60317;"Channel Number,";"numéro de la station,";"número de canal";"Kanalnummer,";"kanaalnummer,";"Channel Number,";"numéro de canal,";"número de canal,";"canale numero,"
60338;"Memo,";"Mémo";"Memorando";"Memo,";"Memo,";"Memo,";"Mémo,";"Nota,";"Promemoria,"
60340;"New Memo,";"Nouvelle mémo";"nuevoe memorando";"Neues Memo,";"Nieuwe memo,";"New memo,";"Nouveau mémo ,";"Nota nueva,";"Nuovo promemoria,"
60341;"Play Memos,";"Lire les memos";"reproducir memorando,";"Memos wiedergeben,";"Speel memos,";"Play Memos,";"Ecouter les mémos";"Reproducir notas,";"Riprodurre promemoria, "
60342;"Delete All,";"effacer tout";"eliminar todo,";"alle entfernen";"alles wissen";"Delete All,";"supprimer tout,";"eliminar todo,";"eliminare tutti,"
60343;"Language,";"Language,";"idioma,";"sprache,";"taal,";"Language,";"langue,";"idioma,";"lingua,"
60344;"Voice Training,";"Entraînement vocale,";"Voice Training,";"Sprachtraining,";"Spraaktraining,";"Voice Training,";"Entraînement voix,";"Entrenamiento de voz,";"Addestramento vocale,"
60345;"Help,";"aide";"Help,";"hilfe,";"help,";"help,";"aide,";"ayuda,";"aiuto,"
60351;"Radio A M,";"Radio A M,";"Radio A M,";"Mittelwelle,";"Radio A M,";"Radio A M,";"Radio A M,";"Radio A M,";"Radio A M,"
60352;"<BUX only>";"<BUX only>";"<BUX only>";"Mittelwelle";"radio middengolf";"Radio medium wave";"Radio moyennes ondes";"radio de onda media";"onda media"
60353;"Radio F M,";"Radio F M,";"Radio F M,";"UKW,";"Radio F M,";"Radio F M,";"Radio F M,";"Radio F M,";"Radio F M,"
60354;"<BUX only>";"<BUX only>";"<BUX only>";"Langwelle";"radio lange golf";"Radio long wave";"Radio grandes ondes";"radio de onda larga";"Radio onde lunghe"
60355;"Satellite Radio,";"Radio par satellite,";"Satellite Radio,";"Satellitenradio,";"Satellietradio,";"Satellite Radio,";"Radio satellite,";"Radio por satélite,";"Radio satellitare,"
60356;"Disk,";"Disk,";"disco";"CD,";"CD,";"Disc,";"Disque,";"CD,";"Disco,"
60357;"V E S,";"V E S,";"V E S,";"V E S,";"V E S,";"V E S,";"V E S,";"V E S,";"V E S,"
60358;"radio";"radio";"radio";"Radio";"Radio";"radio";"radio";"radio";"Radio"
60359;"The V E S remote is now locked. Do you want to unlock it?";"La Téléverrouillage est active. Voulez-vous la désactiver?";"El control remoto del V E S está bloqueado. ¿Desea desbloquearlo?";"Das V E S ist verriegelt. Möchten Sie es entriegeln?";"Afstandsbediening V E S is geblokkeerd. Wilt u haar deblokkeren?";"The V E S remote is now locked. Do you want to unlock it?";"La télécommande du V E S est verrouillée. La déverrouiller ?";"El control remoto V E S está bloqueado. ¿Desea desbloquearlo?";"Il V E S remoto è bloccato. Sbloccarlo?"
60360;"The V E S remote is now locked.";"La Téléverrouillage est active.";"El control remoto del V E S ahora está bloqueado.";"Das V E S ist nun verriegelt.";"Afstandsbediening V E S is nu geblokkeerd.";"The V E S remote is now locked.";"La télécommande du V E S est désormais verrouillée.";"El control remoto V E S está bloqueado ahora";"V E S remoto bloccato."
60361;"The V E S remote is now unlocked. Do you want to lock it?";"La Téléverrouillage est dèsactive. Voulez-vous l'activer?";"El control remoto del V E S  está desbloqueado. ¿Desea bloquearlo?";"Das V E S ist entriegelt. Möchten Sie es verriegeln?";"Afstandsbediening V E S is gedeblokkeerd. Wilt u haar blokkeren?";"The V E S remote is now unlocked. Do you want to lock it?";"La télécommande du V E S est déverrouillée. La verrouiller ?";"El control remoto V E S está desbloqueado. ¿Desea bloquearlo?";"V E S remoto sbloccato. Bloccarlo?"
60362;"The V E S remote is now unlocked.";"La Téléverrouillage est dèsactive.";"El control remoto del V E S ahora está desbloqueado.";"Das V E S ist nun entriegelt.";"Afstandsbediening V E S is nu gedeblokkeerd.";"The V E S remote is now unlocked.";"La commande à distance du V E S est désormais déverrouillée.";"El control remoto V E S está desbloqueado ahora.";"Il V E S remoto è sbloccato."
60373;"Are you sure you would like to delete this memo?";"Voulez-vous vraiment supprimer ce mémo ?";"¿Desea realmente eliminar esta nota?";"Möchten Sie dieses Memo wirklich löschen?";"Weet u zeker dat u deze memo wilt verwijderen?";"Are you sure you wish to delete this memo?";"Voulez-vous vraiment supprimer ce mémo ?";"¿Desea realmente eliminar esta nota?";"Si desidera eliminare questo promemoria?"
60374;"Memo deleted.";"Mémo supprimé.";"Mensacho de voz eleminando";"Memo gelöscht.";"Memo verwijderd.";"Memo deleted";"Mémo supprimé.";"Nota borrada.";"Promemoria cancellato."
60375;"Recording started.";"Enregistrement commencé.";"Grabación iniciada.";"Aufnahme gestartet";"Opname gestart";"Recording started.";"Enregistrement commencé.";"Grabación iniciada.";"Registrazione avviata."
60376;"Memo saved.";"Mémo sauvegardé.";"Mensache de voz grabado";"Memo gespeichert";"Memo opgeslagen";"Memo saved.";"Mémo sauvegardé.";"Memo guardado.";"Promemoria salvato."
60378;"Please record memo after the tone";"Veuillez enregistrer votre mémo au bip.";"Por favor grabe el memorando después de la señal";"Bitte zeichnen Sie Ihr Memo nach dem Signalton auf.";"Neem uw memo op na de toon.";"Please record your memo after the tone.";"Vous pouvez enregistrer votre mémo après le bip sonore.";"Grabe la nota después de oír el tono.";"Registrare il promemoria dopo il segnale acustico."
60379;"Memo recorded, please say Save to save the recording, Continue to continue recording, or Delete to delete the recording.";"Mémo enregistré. Veuillez dire sauvegarder pour sauvegarder l'enregistrement, continuer pour continuer l'enregistrement ou supprimer pour supprimer ce mémo.";"Memorando grabado. Diga guardar para guardar la grabación, continuar para continuar grabando o suprimir para suprimir la grabación.";"Memo aufgezeichnet. Bitte sagen Sie Speichern, um die Aufzeichnung zu speichern, oder sagen Sie Fortfahren, um mit der Aufzeichnung fortzufahren, oder sagen Sie Löschen, um die Aufzeichnung zu löschen.";"Memo opgenomen. Zeg opslaan om de opname op te slaan, doorgaan om met opnemen door te gaan of wissen om deze opname te wissen.";"Memo recorded. Please say save to save the recording, continue to continue recording or delete to delete this recording.";"Mémo enregistré. Veuillez dire Enregistrer pour mémoriser l'enregistrement, Continuer pour continuer l'enregistrement, ou Supprimer pour supprimer l'enregistrement.";"Nota grabada. Diga guardar para guardar la grabación, continuar para seguir grabando o eliminar para eliminar esta grabación.";"Promemoria registrato. Dire salvare per salvare la registrazione, continuare per continuare a registrare o eliminare per eliminare questa registrazione."
60380;"Would you like to set the Reminder tag on for this message?";"Would you like to set the Reminder tag for this memo?";"Would you like to set the Reminder tag for this memo?";"Möchten Sie diese Nachricht mit einer Erinnerungsmeldung versehen?";"Wilt u de herinneringsmarkering voor dit bericht instellen?";"Would you like to set the reminder tag on for this message?";"Voulez-vous activer le mémo vocal pour ce message ?";"¿Desea activar la etiqueta de recordatorio para este mensaje?";"Si desidera impostare il promemoria per il messaggio su on?"
